Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,Image_URL,USD_MSRP,Packaging,Availability,wanted,owned,rating,theme_grp,review_num,query_id,adjust_coef,adj_USD_MSRP
40156,Organiser,2015,Friends,No_Subtheme,171.0,0.0,http://images.brickset.com/sets/images/40156-1.jpg,16.99,Box,LEGO exclusive,205.0,288.0,0,Girls,0,40156-1,1.0,16.99
40158,Pirates Chess Set,2015,Pirates,No_Subtheme,857.0,20.0,http://images.brickset.com/sets/images/40158-1.jpg,59.99,Box,LEGO exclusive,1002.0,2578.0,4.5,Historical,2,40158-1,1.0,59.99
41060,Sleeping Beauty's Royal Bedroom,2015,Disney Princess,Sleeping Beauty,96.0,1.0,http://images.brickset.com/sets/images/41060-1.jpg,12.99,Box,Retail,428.0,1576.0,0,Licensed,0,41060-1,1.0,12.99
41061,Jasmine's Exotic Palace,2015,Disney Princess,Aladdin,143.0,1.0,http://images.brickset.com/sets/images/41061-1.jpg,19.99,Box,Retail,503.0,1628.0,0,Licensed,0,41061-1,1.0,19.99
41062,Elsa's Sparkling Ice Castle,2015,Disney Princess,Frozen,292.0,3.0,http://images.brickset.com/sets/images/41062-1.jpg,39.99,Box,Retail,774.0,3822.0,5,Licensed,1,41062-1,1.0,39.99
41063,Ariel's Undersea Palace,2015,Disney Princess,The Little Mermaid,379.0,2.0,http://images.brickset.com/sets/images/41063-1.jpg,54.99,Box,Retail,700.0,1314.0,0,Licensed,0,41063-1,1.0,54.99
41071,Aira's Creative Workshop,2015,Elves,No_Subtheme,98.0,1.0,http://images.brickset.com/sets/images/41071-1.jpg,9.99,Box,Retail,388.0,1943.0,4,Action/Adventure,1,41071-1,1.0,9.99
41072,Naida's Spa Secret,2015,Elves,No_Subtheme,249.0,1.0,http://images.brickset.com/sets/images/41072-1.jpg,19.99,Box,Retail,459.0,1615.0,3,Action/Adventure,1,41072-1,1.0,19.99
41073,Naida's Epic Adventure Ship,2015,Elves,No_Subtheme,312.0,2.0,http://images.brickset.com/sets/images/41073-1.jpg,29.99,Box,Retail,545.0,1940.0,4,Action/Adventure,1,41073-1,1.0,29.99
41074,Azari and the Magical Bakery,2015,Elves,No_Subtheme,324.0,2.0,http://images.brickset.com/sets/images/41074-1.jpg,29.99,Box,Retail,548.0,1591.0,0,Action/Adventure,0,41074-1,1.0,29.99
41075,The Elves' Treetop Hideaway,2015,Elves,No_Subtheme,505.0,3.0,http://images.brickset.com/sets/images/41075-1.jpg,49.99,Box,Retail,656.0,1727.0,0,Action/Adventure,0,41075-1,1.0,49.99
41076,Farran and the Crystal Hollow,2015,Elves,No_Subtheme,175.0,1.0,http://images.brickset.com/sets/images/41076-1.jpg,14.99,Box,Retail,448.0,1917.0,0,Action/Adventure,0,41076-1,1.0,14.99
31015,Emerald Express,2014,Creator,No_Subtheme,56.0,0.0,http://images.brickset.com/sets/images/31015-1.jpg,4.99,Box,Retail,638.0,7306.0,4,Basic,2,31015-1,0.9838,5.07216914007
41077,Aira's Pegasus Sleigh,2015,Elves,No_Subtheme,319.0,2.0,http://images.brickset.com/sets/images/41077-1.jpg,29.99,Box,Retail,575.0,1244.0,0,Action/Adventure,0,41077-1,1.0,29.99
41078,Skyra's Mysterious Sky Castle,2015,Elves,No_Subtheme,808.0,3.0,http://images.brickset.com/sets/images/41078-1.jpg,79.99,Box,Retail,630.0,1208.0,5,Action/Adventure,1,41078-1,1.0,79.99
41085,Vet Clinic,2015,Friends,No_Subtheme,192.0,1.0,http://images.brickset.com/sets/images/41085-1.jpg,19.99,Box,Retail,584.0,1661.0,4,Girls,1,41085-1,1.0,19.99
41086,Vet Ambulance,2015,Friends,No_Subtheme,89.0,1.0,http://images.brickset.com/sets/images/41086-1.jpg,9.99,Box,Retail,427.0,1387.0,3,Girls,1,41086-1,1.0,9.99
41087,Bunny & Babies,2015,Friends,No_Subtheme,47.0,0.0,http://images.brickset.com/sets/images/41087-1.jpg,4.99,Box,Retail,414.0,2201.0,4,Girls,2,41087-1,1.0,4.99
41088,Puppy Training,2015,Friends,No_Subtheme,65.0,0.0,http://images.brickset.com/sets/images/41088-1.jpg,4.99,Box,Retail,366.0,1453.0,0,Girls,0,41088-1,1.0,4.99
41089,Little Foal,2015,Friends,No_Subtheme,43.0,0.0,http://images.brickset.com/sets/images/41089-1.jpg,4.99,Box,Retail,363.0,1834.0,0,Girls,0,41089-1,1.0,4.99
41090,Olivia's Garden Pool,2015,Friends,No_Subtheme,82.0,1.0,http://images.brickset.com/sets/images/41090-1.jpg,9.99,Box,Retail,413.0,1237.0,0,Girls,0,41090-1,1.0,9.99
41091,Mia's Roadster,2015,Friends,No_Subtheme,187.0,1.0,http://images.brickset.com/sets/images/41091-1.jpg,14.99,Box,Retail,494.0,1627.0,5,Girls,1,41091-1,1.0,14.99
41092,Stephanie's Pizzeria,2015,Friends,No_Subtheme,87.0,1.0,http://images.brickset.com/sets/images/41092-1.jpg,9.99,Box,Retail,548.0,1966.0,4.5,Girls,2,41092-1,1.0,9.99
41093,Heartlake Hair Salon,2015,Friends,No_Subtheme,318.0,2.0,http://images.brickset.com/sets/images/41093-1.jpg,29.99,Box,Retail,646.0,1547.0,0,Girls,0,41093-1,1.0,29.99
41094,Heartlake Lighthouse,2015,Friends,No_Subtheme,473.0,2.0,http://images.brickset.com/sets/images/41094-1.jpg,39.99,Box,Retail,812.0,1878.0,5,Girls,1,41094-1,1.0,39.99
41095,Emma's House,2015,Friends,No_Subtheme,706.0,3.0,http://images.brickset.com/sets/images/41095-1.jpg,69.99,Box,Retail,944.0,1500.0,4,Girls,1,41095-1,1.0,69.99
41097,Heartlake Hot Air Balloon,2015,Friends,No_Subtheme,254.0,2.0,http://images.brickset.com/sets/images/41097-1.jpg,19.99,Box,Retail,791.0,2464.0,0,Girls,0,41097-1,1.0,19.99
41098,Emma's Tourist Kiosk,2015,Friends,No_Subtheme,98.0,1.0,http://images.brickset.com/sets/images/41098-1.jpg,9.99,Box,Retail,496.0,1378.0,4,Girls,1,41098-1,1.0,9.99
41099,Heartlake Skate Park,2015,Friends,No_Subtheme,199.0,1.0,http://images.brickset.com/sets/images/41099-1.jpg,19.99,Box,Retail,509.0,945.0,0,Girls,0,41099-1,1.0,19.99
41100,Heartlake Private Jet,2015,Friends,No_Subtheme,230.0,2.0,http://images.brickset.com/sets/images/41100-1.jpg,29.99,Box,Retail,586.0,1226.0,4,Girls,1,41100-1,1.0,29.99
41101,Heartlake Grand Hotel,2015,Friends,No_Subtheme,1552.0,5.0,http://images.brickset.com/sets/images/41101-1.jpg,129.99,Box,Retail,1012.0,1428.0,5,Girls,1,41101-1,1.0,129.99
41102,Friends Advent Calendar,2015,Friends,Seasonal,233.0,0.0,http://images.brickset.com/sets/images/41102-1.jpg,29.99,Box,Retail,316.0,1088.0,4,Girls,1,41102-1,1.0,29.99
41103,Pop Star Recording Studio,2015,Friends,No_Subtheme,172.0,1.0,http://images.brickset.com/sets/images/41103-1.jpg,14.99,Box,Retail,433.0,1345.0,0,Girls,0,41103-1,1.0,14.99
41104,Pop Star Dressing Room,2015,Friends,No_Subtheme,279.0,2.0,http://images.brickset.com/sets/images/41104-1.jpg,29.99,Box,Retail,437.0,950.0,4,Girls,1,41104-1,1.0,29.99
41105,Pop Star Show Stage,2015,Friends,No_Subtheme,446.0,2.0,http://images.brickset.com/sets/images/41105-1.jpg,39.99,Box,Retail,491.0,861.0,0,Girls,0,41105-1,1.0,39.99
41106,Pop Star Tour Bus,2015,Friends,No_Subtheme,682.0,3.0,http://images.brickset.com/sets/images/41106-1.jpg,59.99,Box,Retail,597.0,1169.0,0,Girls,0,41106-1,1.0,59.99
41107,Pop Star Limousine,2015,Friends,No_Subtheme,265.0,2.0,http://images.brickset.com/sets/images/41107-1.jpg,24.99,Box,Retail,502.0,703.0,5,Girls,1,41107-1,1.0,24.99
41108,Heartlake Food Market,2015,Friends,No_Subtheme,388.0,2.0,http://images.brickset.com/sets/images/41108-1.jpg,39.99,Box,Retail,697.0,907.0,0,Girls,0,41108-1,1.0,39.99
41109,Heartlake City Airport,2015,Friends,No_Subtheme,692.0,3.0,http://images.brickset.com/sets/images/41109-1.jpg,89.99,Box,Retail - limited,620.0,500.0,3,Girls,1,41109-1,1.0,89.99
42031,Cherry Picker,2015,Technic,No_Subtheme,155.0,0.0,http://images.brickset.com/sets/images/42031-1.jpg,12.99,Box,Retail,371.0,1860.0,4,Technical,2,42031-1,1.0,12.99
42032,Compact Tracked Loader,2015,Technic,No_Subtheme,252.0,0.0,http://images.brickset.com/sets/images/42032-1.jpg,19.99,Box,Retail,606.0,2344.0,5,Technical,6,42032-1,1.0,19.99
42033,Record Breaker,2015,Technic,No_Subtheme,125.0,0.0,http://images.brickset.com/sets/images/42033-1.jpg,19.99,Box,Retail,487.0,1542.0,4,Technical,1,42033-1,1.0,19.99
42034,Quad Bike,2015,Technic,No_Subtheme,148.0,0.0,http://images.brickset.com/sets/images/42034-1.jpg,19.99,Box,Retail,472.0,1671.0,3.5,Technical,2,42034-1,1.0,19.99
42035,Mining Truck,2015,Technic,No_Subtheme,362.0,0.0,http://images.brickset.com/sets/images/42035-1.jpg,29.99,Box,Retail,714.0,1993.0,4,Technical,1,42035-1,1.0,29.99
42036,Street Motorcycle,2015,Technic,No_Subtheme,375.0,0.0,http://images.brickset.com/sets/images/42036-1.jpg,39.99,Box,Retail,918.0,2532.0,3,Technical,2,42036-1,1.0,39.99
42037,Formula Off-Roader,2015,Technic,No_Subtheme,494.0,0.0,http://images.brickset.com/sets/images/42037-1.jpg,59.99,Box,Retail,614.0,1432.0,5,Technical,4,42037-1,1.0,59.99
42038,Arctic Truck,2015,Technic,No_Subtheme,913.0,0.0,http://images.brickset.com/sets/images/42038-1.jpg,84.99,Box,Retail,1206.0,1722.0,3.5,Technical,2,42038-1,1.0,84.99
42039,24 Hours Race Car,2015,Technic,No_Subtheme,1219.0,0.0,http://images.brickset.com/sets/images/42039-1.jpg,129.99,Box,Retail,1639.0,3255.0,4.8,Technical,5,42039-1,1.0,129.99
42040,Fire Plane,2015,Technic,No_Subtheme,578.0,0.0,http://images.brickset.com/sets/images/42040-1.jpg,49.99,Box,Retail,1029.0,1988.0,4.75,Technical,4,42040-1,1.0,49.99
42041,Race Truck,2015,Technic,No_Subtheme,608.0,0.0,http://images.brickset.com/sets/images/42041-1.jpg,69.99,Box,Retail,914.0,928.0,3,Technical,1,42041-1,1.0,69.99
4434,Dump Truck,2012,City,Traffic,222.0,2.0,http://images.brickset.com/sets/images/4434-1.jpg,19.99,Box,Retail,2081.0,5793.0,4.6,Modern day,10,4434-1,0.949272840502,21.0582238816
42043,Mercedes-Benz Arocs 3245,2015,Technic,No_Subtheme,2793.0,0.0,http://images.brickset.com/sets/images/42043-1.jpg,229.99,Box,Retail,2044.0,4230.0,4.71428571428571,Technical,7,42043-1,1.0,229.99
45008,Math Train,2015,Education,Duplo,167.0,0.0,http://images.brickset.com/sets/images/45008-1.jpg,99.99,Box,Retail - limited,38.0,13.0,0,Educational,0,45008-1,1.0,99.99
60065,ATV Patrol,2015,City,Swamp Police,59.0,2.0,http://images.brickset.com/sets/images/60065-1.jpg,6.99,Box,Retail,576.0,2740.0,3.5,Modern day,2,60065-1,1.0,6.99
60066,Swamp Police Starter Set,2015,City,Swamp Police,78.0,4.0,http://images.brickset.com/sets/images/60066-1.jpg,9.99,Box,Retail,742.0,3936.0,5,Modern day,2,60066-1,1.0,9.99
60067,Helicopter Pursuit,2015,City,Swamp Police,253.0,3.0,http://images.brickset.com/sets/images/60067-1.jpg,39.99,Box,Retail,856.0,1687.0,4,Modern day,1,60067-1,1.0,39.99
60068,Crooks' Hideout,2015,City,Swamp Police,473.0,5.0,http://images.brickset.com/sets/images/60068-1.jpg,69.99,Box,Retail,1030.0,1414.0,5,Modern day,1,60068-1,1.0,69.99
60069,Swamp Police Station,2015,City,Swamp Police,707.0,6.0,http://images.brickset.com/sets/images/60069-1.jpg,89.99,Box,Retail,1086.0,1532.0,4,Modern day,1,60069-1,1.0,89.99
60070,Water Plane Chase,2015,City,Swamp Police,263.0,2.0,http://images.brickset.com/sets/images/60070-1.jpg,29.99,Box,Retail - limited,863.0,821.0,4.5,Modern day,2,60070-1,1.0,29.99
60071,Hovercraft Arrest,2015,City,Swamp Police,331.0,3.0,http://images.brickset.com/sets/images/60071-1.jpg,44.99,Box,Retail - limited,1159.0,1193.0,5,Modern day,1,60071-1,1.0,44.99
60072,Demolition Starter Set,2015,City,Construction,85.0,4.0,http://images.brickset.com/sets/images/60072-1.jpg,9.99,Box,Retail,973.0,4799.0,4.4,Modern day,5,60072-1,1.0,9.99
60073,Service Truck,2015,City,Construction,233.0,2.0,http://images.brickset.com/sets/images/60073-1.jpg,24.99,Box,Retail,1769.0,6043.0,4.8,Modern day,5,60073-1,1.0,24.99
60074,Bulldozer,2015,City,Construction,384.0,2.0,http://images.brickset.com/sets/images/60074-1.jpg,39.99,Box,Retail,1450.0,3293.0,5,Modern day,1,60074-1,1.0,39.99
60075,Excavator and Truck,2015,City,Construction,311.0,2.0,http://images.brickset.com/sets/images/60075-1.jpg,49.99,Box,Retail,1494.0,2185.0,0,Modern day,0,60075-1,1.0,49.99
60076,Demolition Site,2015,City,Construction,776.0,5.0,http://images.brickset.com/sets/images/60076-1.jpg,89.99,Box,Retail,1707.0,2410.0,5,Modern day,1,60076-1,1.0,89.99
60077,Space Starter Set,2015,City,Space Port,107.0,4.0,http://images.brickset.com/sets/images/60077-1.jpg,9.99,Box,Retail,890.0,3612.0,4.33333333333333,Modern day,3,60077-1,1.0,9.99
60078,Utility Shuttle,2015,City,Space Port,155.0,2.0,http://images.brickset.com/sets/images/60078-1.jpg,24.99,Box,Retail,1202.0,3156.0,4.75,Modern day,4,60078-1,1.0,24.99
60079,Training Jet Transporter,2015,City,Space Port,448.0,3.0,http://images.brickset.com/sets/images/60079-1.jpg,49.99,Box,Retail,1220.0,1442.0,5,Modern day,1,60079-1,1.0,49.99
60080,Spaceport,2015,City,Space Port,586.0,5.0,http://images.brickset.com/sets/images/60080-1.jpg,119.99,Box,Retail,1950.0,2256.0,3,Modern day,2,60080-1,1.0,119.99
60081,Pickup Tow Truck,2015,City,Traffic,209.0,2.0,http://images.brickset.com/sets/images/60081-1.jpg,19.99,Box,Retail,1234.0,3862.0,4.66666666666667,Modern day,3,60081-1,1.0,19.99
60082,Dune Buggy Trailer,2015,City,Traffic,222.0,2.0,http://images.brickset.com/sets/images/60082-1.jpg,19.99,Box,Retail,1012.0,2537.0,5,Modern day,1,60082-1,1.0,19.99
60083,Snowplough Truck,2015,City,Traffic,196.0,1.0,http://images.brickset.com/sets/images/60083-1.jpg,19.99,Box,Retail,1574.0,5299.0,5,Modern day,2,60083-1,1.0,19.99
60084,Racing Bike Transporter,2015,City,Traffic,178.0,2.0,http://images.brickset.com/sets/images/60084-1.jpg,19.99,Box,Retail,1072.0,4180.0,4,Modern day,1,60084-1,1.0,19.99
60085,4x4 with Powerboat,2015,City,Traffic,301.0,2.0,http://images.brickset.com/sets/images/60085-1.jpg,29.99,Box,Retail,1091.0,2537.0,3,Modern day,1,60085-1,1.0,29.99
60086,LEGO City Starter Set,2015,City,Traffic,242.0,5.0,http://images.brickset.com/sets/images/60086-1.jpg,29.99,Box,Retail,759.0,1072.0,5,Modern day,1,60086-1,1.0,29.99
60088,Fire Starter Set,2015,City,Fire,92.0,4.0,http://images.brickset.com/sets/images/60088-1.jpg,9.99,Box,Retail,615.0,2324.0,0,Modern day,0,60088-1,1.0,9.99
60090,Deep Sea Scuba Scooter,2015,City,Deep Sea Explorers,42.0,1.0,http://images.brickset.com/sets/images/60090-1.jpg,6.99,Box,Retail,873.0,4071.0,3.83333333333333,Modern day,6,60090-1,1.0,6.99
60091,Deep Sea Starter Set,2015,City,Deep Sea Explorers,90.0,3.0,http://images.brickset.com/sets/images/60091-1.jpg,9.99,Box,Retail,991.0,4006.0,4.5,Modern day,2,60091-1,1.0,9.99
60092,Deep Sea Submarine,2015,City,Deep Sea Explorers,274.0,3.0,http://images.brickset.com/sets/images/60092-1.jpg,39.99,Box,Retail,1452.0,3727.0,4.5,Modern day,4,60092-1,1.0,39.99
60093,Deep Sea Helicopter,2015,City,Deep Sea Explorers,388.0,3.0,http://images.brickset.com/sets/images/60093-1.jpg,49.99,Box,Retail,1236.0,1684.0,4.5,Modern day,2,60093-1,1.0,49.99
60095,Deep Sea Exploration Vessel,2015,City,Deep Sea Explorers,717.0,7.0,http://images.brickset.com/sets/images/60095-1.jpg,119.99,Box,Retail,1948.0,2871.0,4.5,Modern day,4,60095-1,1.0,119.99
60096,Deep Sea Operation Base,2015,City,Deep Sea Explorers,907.0,0.0,http://images.brickset.com/sets/images/60096-1.jpg,99.99,Box,Retail - limited,1269.0,1081.0,4,Modern day,2,60096-1,1.0,99.99
60097,City Square,2015,City,Traffic,1683.0,14.0,http://images.brickset.com/sets/images/60097-1.jpg,189.99,Box,Retail,2713.0,2905.0,5,Modern day,4,60097-1,1.0,189.99
60098,Heavy-Haul Train,2015,City,Trains,984.0,5.0,http://images.brickset.com/sets/images/60098-1.jpg,199.99,Box,Retail - limited,2274.0,1793.0,4,Modern day,1,60098-1,1.0,199.99
60099,City Advent Calendar,2015,City,Seasonal,278.0,0.0,http://images.brickset.com/sets/images/60099-1.jpg,29.99,Box,Retail,713.0,2904.0,0,Modern day,0,60099-1,1.0,29.99
70166,Spyclops Infiltration,2015,Ultra Agents,No_Subtheme,109.0,2.0,http://images.brickset.com/sets/images/70166-1.jpg,9.99,Box,Retail,476.0,1040.0,4,Action/Adventure,1,70166-1,1.0,9.99
70167,Invizable Gold Getaway,2015,Ultra Agents,No_Subtheme,237.0,2.0,http://images.brickset.com/sets/images/70167-1.jpg,19.99,Box,Retail,718.0,1125.0,5,Action/Adventure,1,70167-1,1.0,19.99
70168,Drillex Diamond Job,2015,Ultra Agents,No_Subtheme,312.0,2.0,http://images.brickset.com/sets/images/70168-1.jpg,29.99,Box,Retail,546.0,827.0,4,Action/Adventure,1,70168-1,1.0,29.99
70169,Agent Stealth Patrol,2015,Ultra Agents,No_Subtheme,475.0,4.0,http://images.brickset.com/sets/images/70169-1.jpg,49.99,Box,Retail,648.0,863.0,5,Action/Adventure,2,70169-1,1.0,49.99
70170,UltraCopter vs. AntiMatter,2015,Ultra Agents,No_Subtheme,614.0,4.0,http://images.brickset.com/sets/images/70170-1.jpg,79.99,Box,Retail,823.0,903.0,5,Action/Adventure,1,70170-1,1.0,79.99
70171,Ultrasonic Showdown,2015,Ultra Agents,No_Subtheme,187.0,2.0,http://images.brickset.com/sets/images/70171-1.jpg,19.99,Box,Retail,686.0,486.0,5,Action/Adventure,1,70171-1,1.0,19.99
70172,AntiMatter's Portal Hideout,2015,Ultra Agents,No_Subtheme,475.0,4.0,http://images.brickset.com/sets/images/70172-1.jpg,69.99,Box,Retail,664.0,387.0,0,Action/Adventure,0,70172-1,1.0,69.99
70173,Ultra Agents Ocean HQ,2015,Ultra Agents,No_Subtheme,1204.0,5.0,http://images.brickset.com/sets/images/70173-1.jpg,99.99,Box,Retail,1119.0,500.0,5,Action/Adventure,1,70173-1,1.0,99.99
70220,Strainor's Saber Cycle,2015,Legends of Chima,No_Subtheme,161.0,2.0,http://images.brickset.com/sets/images/70220-1.jpg,14.99,Box,Retail,276.0,689.0,4,Action/Adventure,1,70220-1,1.0,14.99
70221,Flinx's Ultimate Phoenix,2015,Legends of Chima,No_Subtheme,172.0,2.0,http://images.brickset.com/sets/images/70221-1.jpg,19.99,Box,Retail,427.0,1025.0,4,Action/Adventure,1,70221-1,1.0,19.99
70222,Tormak's Shadow Blazer,2015,Legends of Chima,No_Subtheme,311.0,3.0,http://images.brickset.com/sets/images/70222-1.jpg,29.99,Box,Retail,294.0,602.0,5,Action/Adventure,1,70222-1,1.0,29.99
70223,Icebite's Claw Driller,2015,Legends of Chima,No_Subtheme,629.0,4.0,http://images.brickset.com/sets/images/70223-1.jpg,49.99,Box,Retail,393.0,711.0,0,Action/Adventure,0,70223-1,1.0,49.99
70224,Tiger's Mobile Command,2015,Legends of Chima,No_Subtheme,712.0,6.0,http://images.brickset.com/sets/images/70224-1.jpg,79.99,Box,Retail,474.0,577.0,0,Action/Adventure,0,70224-1,1.0,79.99
70225,Bladvic's Rumble Bear,2015,Legends of Chima,No_Subtheme,415.0,3.0,http://images.brickset.com/sets/images/70225-1.jpg,39.99,Box,Retail,313.0,426.0,5,Action/Adventure,1,70225-1,1.0,39.99
70226,Mammoth's Frozen Stronghold,2015,Legends of Chima,No_Subtheme,621.0,5.0,http://images.brickset.com/sets/images/70226-1.jpg,59.99,Box,Retail,296.0,483.0,0,Action/Adventure,0,70226-1,1.0,59.99
70227,King Crominus' Rescue,2015,Legends of Chima,No_Subtheme,863.0,6.0,http://images.brickset.com/sets/images/70227-1.jpg,89.99,Box,Retail,298.0,299.0,5,Action/Adventure,1,70227-1,1.0,89.99
70228,Vultrix's Sky Scavenger,2015,Legends of Chima,No_Subtheme,480.0,3.0,http://images.brickset.com/sets/images/70228-1.jpg,39.99,Box,Retail,337.0,358.0,5,Action/Adventure,2,70228-1,1.0,39.99
70229, Lion Tribe Pack,2015,Legends of Chima,No_Subtheme,78.0,3.0,http://images.brickset.com/sets/images/70229-1.jpg,9.99,Box,Retail,327.0,1412.0,4,Action/Adventure,2,70229-1,1.0,9.99
70230,Ice Bear Tribe Pack,2015,Legends of Chima,No_Subtheme,75.0,3.0,http://images.brickset.com/sets/images/70230-1.jpg,9.99,Box,Retail,341.0,1523.0,3,Action/Adventure,1,70230-1,1.0,9.99
70231,Crocodile Tribe Pack,2015,Legends of Chima,No_Subtheme,72.0,3.0,http://images.brickset.com/sets/images/70231-1.jpg,9.99,Box,Retail,323.0,1329.0,4,Action/Adventure,2,70231-1,1.0,9.99
70232,Saber Tooth Tiger Tribe Pack,2015,Legends of Chima,No_Subtheme,74.0,3.0,http://images.brickset.com/sets/images/70232-1.jpg,9.99,Box,Retail,338.0,1371.0,0,Action/Adventure,0,70232-1,1.0,9.99
70409,Shipwreck Defence,2015,Pirates,No_Subtheme,84.0,2.0,http://images.brickset.com/sets/images/70409-1.jpg,12.99,Box,Retail,946.0,2800.0,4.33333333333333,Historical,3,70409-1,1.0,12.99
70410,Soldiers Outpost,2015,Pirates,No_Subtheme,164.0,3.0,http://images.brickset.com/sets/images/70410-1.jpg,19.99,Box,Retail,1087.0,2730.0,4.33333333333333,Historical,3,70410-1,1.0,19.99
70411,Treasure Island,2015,Pirates,No_Subtheme,181.0,3.0,http://images.brickset.com/sets/images/70411-1.jpg,19.99,Box,Retail,1167.0,3149.0,5,Historical,3,70411-1,1.0,19.99
70412,Soldiers Fort,2015,Pirates,No_Subtheme,234.0,5.0,http://images.brickset.com/sets/images/70412-1.jpg,29.99,Box,Retail,1249.0,2539.0,3.66666666666667,Historical,3,70412-1,1.0,29.99
70413,The Brick Bounty,2015,Pirates,No_Subtheme,745.0,7.0,http://images.brickset.com/sets/images/70413-1.jpg,99.99,Box,Retail,1958.0,3146.0,4.8,Historical,5,70413-1,1.0,99.99
70730,Chain Cycle Ambush,2015,Ninjago,No_Subtheme,298.0,0.0,http://images.brickset.com/sets/images/70730-1.jpg,29.99,Box,Retail,431.0,563.0,0,Action/Adventure,0,70730-1,1.0,29.99
70731,Jay Walker One,2015,Ninjago,No_Subtheme,386.0,0.0,http://images.brickset.com/sets/images/70731-1.jpg,39.99,Box,Retail,401.0,476.0,5,Action/Adventure,1,70731-1,1.0,39.99
70732,City of Stiix,2015,Ninjago,No_Subtheme,1069.0,8.0,http://images.brickset.com/sets/images/70732-1.jpg,99.99,Box,Retail,738.0,604.0,4.66666666666667,Action/Adventure,3,70732-1,1.0,99.99
70733, Blaster Bike,2015,Ninjago,No_Subtheme,212.0,2.0,http://images.brickset.com/sets/images/70733-1.jpg,19.99,Box,Retail,448.0,1066.0,5,Action/Adventure,1,70733-1,1.0,19.99
70734,Master Wu Dragon,2015,Ninjago,No_Subtheme,575.0,5.0,http://images.brickset.com/sets/images/70734-1.jpg,39.99,Box,Retail,725.0,1638.0,4.66666666666667,Action/Adventure,3,70734-1,1.0,39.99
70735,Ronin R.E.X.,2015,Ninjago,No_Subtheme,547.0,0.0,http://images.brickset.com/sets/images/70735-1.jpg,49.99,Box,Retail,569.0,954.0,5,Action/Adventure,1,70735-1,1.0,49.99
70736,Attack of the Morro Dragon,2015,Ninjago,No_Subtheme,658.0,6.0,http://images.brickset.com/sets/images/70736-1.jpg,69.99,Box,Retail,751.0,1216.0,5,Action/Adventure,2,70736-1,1.0,69.99
70737,Titan Mech Battle,2015,Ninjago,No_Subtheme,754.0,5.0,http://images.brickset.com/sets/images/70737-1.jpg,59.99,Box,Retail,686.0,972.0,5,Action/Adventure,1,70737-1,1.0,59.99
70738,Final Flight of Destiny's Bounty,2015,Ninjago,No_Subtheme,1253.0,9.0,http://images.brickset.com/sets/images/70738-1.jpg,119.99,Box,Retail,885.0,1264.0,5,Action/Adventure,1,70738-1,1.0,119.99
31017,Sunset Speeder,2014,Creator,No_Subtheme,119.0,0.0,http://images.brickset.com/sets/images/31017-1.jpg,12.99,Box,Retail,512.0,2934.0,0,Basic,0,31017-1,0.9838,13.2039032324
70745,Anacondrai Crusher,2015,Ninjago,No_Subtheme,219.0,2.0,http://images.brickset.com/sets/images/70745-1.jpg,19.99,Box,Retail,349.0,950.0,5,Action/Adventure,2,70745-1,1.0,19.99
70746,Condrai Copter Attack,2015,Ninjago,No_Subtheme,311.0,3.0,http://images.brickset.com/sets/images/70746-1.jpg,29.99,Box,Retail,451.0,1208.0,4.5,Action/Adventure,2,70746-1,1.0,29.99
70747,Boulder Blaster,2015,Ninjago,No_Subtheme,236.0,3.0,http://images.brickset.com/sets/images/70747-1.jpg,29.99,Box,Retail,553.0,1308.0,5,Action/Adventure,1,70747-1,1.0,29.99
70748,Titanium Dragon,2015,Ninjago,No_Subtheme,360.0,3.0,http://images.brickset.com/sets/images/70748-1.jpg,39.99,Box,Retail,622.0,1307.0,4.66666666666667,Action/Adventure,3,70748-1,1.0,39.99
70749,Enter the Serpent,2015,Ninjago,No_Subtheme,529.0,5.0,http://images.brickset.com/sets/images/70749-1.jpg,59.99,Box,Retail,618.0,1257.0,4.66666666666667,Action/Adventure,3,70749-1,1.0,59.99
70750,Ninja DB X,2015,Ninjago,No_Subtheme,756.0,7.0,http://images.brickset.com/sets/images/70750-1.jpg,79.99,Box,Retail,582.0,743.0,4.5,Action/Adventure,2,70750-1,1.0,79.99
